Axis1,Axis2,Axis3,Axis4,Axis5,Axis6,Label,Timestamp
-0.052246,0.081299,0.932129,-1.267176,-3.603053,-4.412214,0,1445406682.651027
-0.145508,0.090576,0.947021,19.679390,-0.519084,75.221375,0,1445406683.071147
-0.248047,0.135742,0.958740,5.847328,31.175573,94.274811,0,1445406683.101204
-0.266357,0.193848,0.057861,0.916031,13.022901,7.511450,0,1445406683.131201
-0.135010,0.008301,0.970703,17.374046,-2.427481,133.511444,0,1445406683.161245
-0.051270,0.206055,0.919189,18.274809,11.969465,147.190842,0,1445406683.191705
0.033691,0.231934,0.853271,0.610687,7.022901,124.213737,0,1445406683.221191
0.102295,0.096924,0.930176,31.251909,0.625954,5.938931,0,1445406683.251187
0.238770,0.706055,0.758789,11.419847,13.648855,66.244278,0,1445406683.281210
0.168213,0.228271,1.525391,14.946565,-4.290076,37.664124,0,1445406683.311206
0.151611,0.163086,0.049561,12.702291,-10.213740,66.656487,0,1445406683.400690
0.182617,0.030029,0.445068,-23.709923,-2.106870,69.129768,0,1445406683.405194
0.121094,-0.086670,1.220703,-42.061069,-9.129771,56.259541,0,1445406683.405664
0.014648,-0.119385,1.126953,-80.213737,-7.877862,35.755726,0,1445406683.431263
0.008301,-0.088135,0.731201,-94.854965,9.145039,13.160305,0,1445406683.461266
0.490967,-0.015625,0.565186,-41.801525,66.351143,10.625955,0,1445406683.491290
-0.505371,-0.050781,1.161621,32.961834,4.213740,2.061069,0,1445406683.521269
-0.162354,0.068359,0.932373,31.389313,-37.786259,-2.458015,0,1445406683.581216
-0.020508,0.086914,0.966064,1.694656,3.206107,141.908401,0,1445406683.611377
-0.021729,0.100098,0.954590,10.015267,-6.030534,-1.435115,0,1445406683.641303
-0.024170,0.115723,0.930176,7.740458,-18.442749,0.366412,0,1445406683.671277
-0.019775,0.114990,0.928467,1.160305,-21.175573,1.511450,0,1445406683.701185
-0.008301,0.107666,0.931396,0.503817,-19.297710,-7.480916,0,1445406683.731241
-0.004639,0.116211,0.935547,8.076336,-17.145039,-6.793893,0,1445406683.761331
-0.001709,0.123535,0.926758,3.038168,-0.885496,3.526718,0,1445406683.791418
0.004150,0.008545,0.932861,-3.175573,6.763359,-0.854962,0,1445406683.880761
0.003174,0.123535,0.926270,-4.335878,-3.770992,-2.732824,0,1445406683.885071
-0.004150,0.121338,0.927002,-7.114504,0.030534,3.893130,0,1445406683.885663
-0.001221,0.119873,0.939941,-8.091603,7.236641,3.068702,0,1445406683.911246
-0.006836,0.112305,0.936523,30.809160,3.862595,-5.068702,0,1445406683.941244
-0.005859,0.112793,0.927246,-3.694656,-2.870229,-0.870229,0,1445406683.971475
-0.006592,0.110352,0.923096,-6.351145,2.717557,-4.580153,0,1445406684.001225
-0.010986,0.110107,0.928711,-2.488550,-2.595420,-3.267176,0,1445406684.031280
-0.012939,0.108154,0.928467,-1.664122,-1.587786,-7.633588,0,1445406684.061185
-0.011963,0.107666,0.924561,-0.839695,-0.595420,-4.274809,0,1445406684.091496
-0.010010,0.112549,0.923340,1.725191,-3.740458,-2.564885,0,1445406684.121301
-0.014160,0.114990,0.929443,0.473282,6.091603,-1.374046,0,1445406684.151162
-0.017090,0.116455,0.928467,7.694656,7.419847,1.526718,0,1445406684.181548
-0.014893,0.120361,0.926758,3.007634,3.465649,-7.404580,0,1445406684.211239
-0.025879,0.120605,0.934570,0.931298,1.908397,3.404580,0,1445406684.241372
-0.027588,0.129639,0.925049,-1.328244,12.656488,0.122137,0,1445406684.271190
-0.034180,0.124023,0.931396,-8.824428,12.381680,-6.076336,0,1445406684.301244
-0.044189,0.117920,0.945312,-14.580153,22.534351,31.175573,0,1445406684.331310
-0.050293,0.111816,0.940186,-26.946566,44.183205,-5.587786,0,1445406684.361238
-0.058838,0.099609,0.956543,-53.053436,38.580154,-4.656488,0,1445406684.391896
-0.099121,0.083740,1.011475,-80.885498,37.801525,-8.106871,0,1445406684.421240
-0.125977,-0.001221,1.042236,23.251909,25.923664,-5.603054,0,1445406684.451261
0.493896,0.027344,0.802002,8.824428,46.564884,1.557252,0,1445406684.481318
-0.145996,-0.007568,0.961426,-24.748091,-3.740458,6.687023,0,1445406684.511250
-0.240723,-0.379150,3.017822,-51.938931,230.519089,25.328245,0,1445406684.571241
0.214600,-0.303711,1.913330,-60.030533,250.129776,55.755726,0,1445406684.601650
0.667480,-0.444092,2.202393,-88.320610,250.129776,109.083969,0,1445406684.631248
3.999878,0.911621,0.572510,24.717558,250.129776,74.992363,0,1445406684.661273
1.733887,0.105469,-0.211426,4.916030,-237.541992,85.862595,0,1445406684.720663
0.858887,-0.165039,1.137695,84.702293,16.885496,45.465649,0,1445406684.725206
0.572021,-0.070557,1.096680,13.251908,-140.885498,-26.839695,0,1445406684.751258
0.554199,-0.044189,0.537598,4.152672,-137.022903,-44.198475,0,1445406684.810654
0.436523,-0.282715,0.363525,0.763359,-234.992371,-8.427481,0,1445406684.815179
0.351318,-0.265137,0.887939,-4.885496,15.633588,8.595420,0,1445406684.841397
0.504395,-0.149902,1.883301,-48.091602,15.633588,-11.175572,0,1445406684.871364
0.600586,0.095947,3.999878,250.129776,250.129776,-164.870224,0,1445406684.901255
-0.846191,-1.350098,-3.223389,13.938931,15.633588,-154.534348,0,1445406684.931342
-1.565430,-0.110840,3.297119,-109.312981,-222.549622,-190.992371,0,1445406684.961219
-1.875977,-0.656738,-1.858643,33.190838,-69.435112,-86.351143,0,1445406684.991441
0.375977,0.040283,-1.378418,-130.534348,-31.770992,72.580154,0,1445406685.021295
-0.121338,0.070312,1.900146,116.259544,250.129776,-71.160309,0,1445406685.110677
-0.127930,0.281006,1.113037,69.541985,12.045801,6.412214,0,1445406685.115078
-0.081055,0.130371,0.058594,29.969465,-12.961832,-16.320610,0,1445406685.141393
-0.045166,0.133057,0.057617,7.465649,-9.786260,3.725191,0,1445406685.171558
-0.033936,0.134277,0.917725,10.839695,-11.755725,-4.488550,0,1445406685.201370
-0.032959,0.144287,0.935547,0.580153,31.099237,0.656489,0,1445406685.231284
-0.031738,0.151123,0.933350,3.160305,-6.305344,-1.328244,0,1445406685.261297
-0.032715,0.150635,0.943848,30.763359,5.618320,-8.244275,0,1445406685.291466
-0.039062,0.136719,0.939697,-5.572519,-4.335878,-5.526718,0,1445406685.321257
-0.033203,0.141357,0.934570,-2.320611,1.007634,31.175573,0,1445406685.351227
-0.036377,0.142578,0.927002,-6.000000,2.961832,-4.259542,0,1445406685.410774
-0.038330,0.143311,0.934570,-4.961832,4.687023,3.709924,0,1445406685.415000
-0.045410,0.133301,0.925781,-0.015267,9.740458,-4.473282,0,1445406685.441450
-0.050781,0.145020,0.918945,-1.175573,11.557252,-0.183206,0,1445406685.471355
-0.053955,0.146240,0.926270,-5.251908,14.732824,2.977099,0,1445406685.501313
0.496338,0.137451,0.928711,-12.702291,14.671756,-0.534351,0,1445406685.531320
-0.076416,0.122559,0.935303,-33.740459,19.099237,-1.633588,0,1445406685.561348
-0.084717,0.103516,0.059570,-52.870228,10.167939,0.137405,0,1445406685.591884
-0.091797,0.074951,0.946289,-77.679390,8.381680,0.946565,0,1445406685.621351
-0.099365,0.035156,1.231689,-66.290077,56.854961,-18.091602,0,1445406685.651316
-0.118408,-0.035645,0.791260,31.709923,59.587788,-11.786260,0,1445406685.681297
-0.162598,-0.014893,0.797607,3.694656,6.045802,0.259542,0,1445406685.711346
0.487549,0.045654,1.423340,-39.877861,59.618320,-0.351145,0,1445406685.741452
-0.179932,-0.012939,0.224365,21.648855,250.129776,8.564885,0,1445406685.771373
0.248047,-0.006104,2.536865,87.190842,250.129776,-15.450381,0,1445406685.801756
0.677734,-0.201416,3.568359,75.893127,250.129776,-28.595419,0,1445406685.831255
3.999878,-1.114502,0.250000,-109.022903,250.129776,-50.885498,0,1445406685.861297
1.976074,-0.391357,2.086426,216.702286,15.633588,35.664124,0,1445406685.891467
1.418457,-0.497559,1.332031,79.328247,15.633588,1.038168,0,1445406685.921347
0.704102,-0.011963,1.340576,64.000000,15.633588,-15.083969,0,1445406685.951263
0.017822,-0.583252,0.412109,-9.328244,-208.671753,-22.992367,0,1445406685.981372
0.211426,-0.971924,0.636719,-80.656487,15.633588,-20.671755,0,1445406686.011551
0.421875,-1.369385,2.397705,-173.099243,15.633588,15.633588,0,1445406686.071316
-2.875488,-0.294434,1.726318,-76.763359,-98.122139,-136.916031,0,1445406686.101303
-1.844971,0.328369,-1.010986,-61.847328,-48.916031,-94.748093,0,1445406686.131315
-3.336182,0.004639,0.581787,6.122138,62.992367,-48.396946,0,1445406686.161229
-1.041748,0.478271,0.933838,213.893127,-16.885496,-97.145035,0,1445406686.191610
0.033447,0.145752,1.170654,33.526718,4.732824,-11.312977,0,1445406686.221291
-0.047119,0.182129,0.896729,-12.580153,18.305344,-0.564885,0,1445406686.251237
-0.046631,0.130127,0.945557,-2.809160,22.305344,-4.076336,0,1445406686.281354
-0.035400,0.143799,0.931396,-4.366412,0.519084,-0.809160,0,1445406686.311415
-0.034424,0.137451,0.935547,-18.702290,2.534351,3.007634,0,1445406686.341579
-0.033936,0.120850,0.939697,-8.854961,-1.648855,2.625954,0,1445406686.371441
