-0.166748,-0.011230,-1.099121,-0.122137,-5.251908,-3.465649,1443681292.444644,1
-0.171387,-0.015625,-1.062988,3.770992,31.221375,-1.328244,1443681292.474763,1
-0.168701,-0.014404,-1.095215,-1.389313,1.419847,7.801527,1443681292.504828,1
-0.171875,-0.015137,-1.100098,-2.839695,-6.824428,1.312977,1443681292.534855,1
-0.165039,-0.014893,-1.088135,-0.274809,-1.694656,-3.770992,1443681292.564918,1
-0.171631,-0.010986,-1.094482,-1.129771,31.022902,-2.274809,1443681292.594660,1
-0.165283,-0.016357,-1.091064,1.816794,0.320611,0.992366,1443681292.654828,1
-0.167969,-0.015381,-1.063232,1.572519,2.519084,1.679389,1443681292.684787,1
-0.174561,-0.014648,-1.091064,0.366412,-2.152672,4.854962,1443681292.714917,1
-0.176514,-0.020264,-1.102051,2.824427,-3.786260,2.702290,1443681292.744742,1
-0.172607,-0.017578,-1.100342,3.114504,-1.786260,6.427481,1443681292.774876,1
-0.171875,-0.019775,-1.091553,2.244275,7.099236,6.687023,1443681292.804794,1
-0.174316,-0.022217,-1.101807,1.648855,4.167939,4.900764,1443681292.834742,1
-0.177002,-0.022949,-1.095459,1.740458,-2.274809,-1.496183,1443681292.864688,1
-0.175049,-0.021240,0.432861,-1.541985,2.519084,1.282443,1443681292.894720,1
-0.170166,-0.026123,-1.085449,-2.412214,-8.870229,2.549618,1443681292.924723,1
-0.171631,-0.019775,-1.096436,-0.381679,3.129771,3.832061,1443681292.954852,1
-0.175293,-0.021240,-1.107178,-3.511450,6.885496,1.923664,1443681292.984821,1
-0.176514,-0.021973,-1.098145,-2.580153,-2.259542,0.152672,1443681293.014939,1
-0.174316,-0.021973,-1.094971,-3.511450,-0.015267,-1.068702,1443681293.044639,1
-0.173828,-0.023682,-1.097656,0.305344,1.877863,3.450382,1443681293.074847,1
-0.175293,-0.023193,-1.096924,-1.297710,1.022901,5.419847,1443681293.104848,1
-0.173340,-0.023193,-1.098389,0.229008,4.290076,2.763359,1443681293.134845,1
-0.174072,-0.020996,-1.094727,-3.007634,-4.732824,2.625954,1443681293.164840,1
-0.176270,-0.021484,-1.104004,-0.549618,7.404580,-1.450382,1443681293.194851,1
-0.174561,-0.014160,-1.098389,-4.274809,-0.900763,0.229008,1443681293.224743,1
-0.172852,-0.018799,-1.097168,-2.916031,-6.106870,-5.526718,1443681293.254854,1
-0.175049,-0.017090,-1.103027,-1.465649,-2.793893,6.183206,1443681293.284731,1
-0.176025,-0.014404,-1.098389,-4.351145,-5.053435,7.068702,1443681293.314773,1
-0.174805,-0.016357,-1.101318,-1.312977,-7.328244,-2.610687,1443681293.344661,1
-0.174561,-0.012695,-1.095947,1.816794,1.083969,6.259542,1443681293.374787,1
-0.171875,-0.012695,-1.098145,31.190840,2.870229,4.290076,1443681293.404832,1
-0.171631,-0.014893,-1.097900,-1.801527,1.832061,7.160306,1443681293.434735,1
-0.173584,-0.012451,-1.098389,-1.389313,-1.083969,7.068702,1443681293.464766,1
-0.168701,-0.014404,-1.099854,0.381679,7.938931,6.809160,1443681293.494786,1
