Axis1,Axis2,Axis3,Axis4,Axis5,Axis6,Timestamp,Label
-0.107666,-0.117188,-1.107910,1.770992,0.610687,8.549619,1443091092.634890,1
-0.104980,-0.117676,-1.109375,0.122137,5.251908,-9.435115,1443091092.724217,1
-0.103516,-0.121094,-1.105225,6.015267,-1.007634,-1.984733,1443091092.728738,1
-0.103760,-0.119141,-1.103760,7.725191,6.931298,-10.931297,1443091092.754787,1
-0.102051,-0.119385,-1.106934,62.412212,-7.236641,7.511450,1443091092.784962,1
-0.104004,-0.121338,-1.106201,6.717557,1.923664,14.870229,1443091092.844505,1
-0.104736,-0.120850,-1.107422,-0.152672,5.709924,16.091602,1443091092.847957,1
-0.103760,-0.117676,-1.101807,-2.259542,-2.442748,14.931297,1443091092.874721,1
-0.104248,-0.121338,-1.106689,2.167939,-10.076336,-8.335877,1443091092.904822,1
-0.101074,-0.122559,-1.101807,-5.007634,0.305344,62.015266,1443091092.934855,1
-0.105225,-0.121582,-1.105957,-0.702290,3.175573,7.419847,1443091092.964880,1
-0.102539,-0.118408,-1.100342,-2.045802,10.564885,76.885498,1443091092.994861,1
0.494873,-0.118896,-1.114746,-20.702290,-2.778626,-116.702293,1443091093.024843,1
-0.102539,-0.120850,-1.106689,62.106869,-17.862595,21.038168,1443091093.054762,1
-0.100098,-0.117920,-1.114746,-1.496183,61.893131,-52.824429,1443091093.084779,1
0.494629,-0.117432,-1.111816,-12.763359,-6.870229,-73.862595,1443091093.114748,1
0.494385,0.493652,-1.105957,-9.099236,11.572519,-17.984734,1443091093.144907,1
-0.094482,-0.120605,-1.109863,10.870229,5.404580,4.610687,1443091093.174803,1
-0.094482,0.493652,-1.109131,2.351145,3.083969,-83.755722,1443091093.204843,1
-0.090820,-0.121826,-1.108398,14.778625,12.549619,135.664124,1443091093.235075,1
-0.088135,0.492432,-1.106689,-7.450382,6.748092,14.320611,1443091093.264985,1
-0.090332,-0.127686,-1.104492,-5.923664,0.763359,17.954199,1443091093.294811,1
-0.090576,0.492432,-1.105713,0.824427,0.610687,1.618321,1443091093.324877,1
-0.090088,-0.127441,-1.101807,-6.045802,6.473282,9.679389,1443091093.354810,1
-0.091064,-0.128418,-1.104980,-3.664122,2.992366,7.053435,1443091093.384971,1
-0.086426,-0.121826,-1.112061,-8.671756,-7.419847,-63.511452,1443091093.414584,1
-0.086182,-0.126953,-1.109619,-6.229008,-5.770992,-2.351145,1443091093.444789,1
-0.091309,-0.122070,-1.108643,12.916031,-14.381680,-23.480917,1443091093.474823,1
0.495117,0.493408,-1.114746,-5.526718,-3.389313,1.496183,1443091093.504851,1
-0.097168,0.493164,-1.114746,4.488550,-18.381680,-80.977097,1443091093.564145,1
-0.099121,-0.116943,-1.142090,-18.778625,-29.648855,-48.519085,1443091093.567281,1
-0.096191,-0.110596,-1.111084,58.259541,7.541985,67.816795,1443091093.594902,1
-0.134033,-0.089600,-0.996826,-71.206108,60.305344,235.725189,1443091093.624891,1
-0.804199,1.084229,-1.789551,38.809162,108.091606,-68.213737,1443091093.684951,1
-0.267090,1.146240,-3.032959,470.351135,136.641220,-177.740463,1443091093.714770,1
0.221924,-0.794922,-3.391113,53.740459,31.267176,500.259552,1443091093.745224,1
-0.163574,0.823730,-1.299072,-71.603050,31.267176,500.259552,1443091093.774885,1
0.085205,0.334961,-2.039795,-33.282444,-0.854962,73.557251,1443091093.804855,1
