,Axis1,Axis2,Axis3
545,1.47607422,1.22192383,1.18066407
546,1.27392579,1.6862793000000003,0.6303711
547,1.73168946,0.92553711,1.69995118
548,-1.87670899,-1.79101563,1.85522461
549,1.77783204,1.00341797,1.69555665
550,1.78759766,1.00488282,1.72021485
551,1.86108399,1.06225586,-1.76635743
552,-1.76147461,1.03759766,1.72875977
553,1.81982422,1.0234375,1.76293946
554,1.8034668000000003,1.04248047,1.7319335999999999
555,1.81396485,1.02563477,1.70922852
556,1.68920899,1.00952149,1.91259766
557,1.92651368,1.13134766,1.71557618
558,-1.76123047,1.02050782,1.72680665
559,1.77832032,-1.81030274,1.7331543000000003
560,1.83715821,1.04345704,1.73706055
561,1.82910157,1.0432129,1.71606446
562,1.80981446,1.04003907,1.73535157
563,1.80957032,1.04077149,1.71533204
564,1.82983399,1.08569336,-1.76855469
565,1.85278321,1.06762696,1.68481446
566,1.87841797,1.03637696,1.70898438
567,1.81860352,0.94580079,1.79345704
568,1.90576172,-1.80737305,-1.76293946
569,1.84741211,0.94458008,1.66601563
570,1.45214844,0.05834961,1.94580079
571,-1.59716797,-1.875,-1.76757813
572,1.52368165,0.9741211,-1.61303711
573,1.63305665,1.11865235,1.96728516
574,-1.93237305,1.33666993,1.97558594
575,1.9272460999999999,0.89624024,1.68554688
576,1.88134766,0.89892579,1.76660157
577,1.83032227,0.79931641,-1.98681641
578,1.59057618,0.61499024,1.97436524
579,1.5847168,1.44970704,1.57641602
580,1.12475586,0.84521485,1.0444335999999999
581,1.22192383,1.26220704,0.56372071
582,0.83544922,-1.99658204,1.14257813
583,0.82153321,1.78588868,1.77929688
584,-1.81616211,1.07934571,-1.3881836
585,0.49487305,0.75756836,-1.88500977
586,1.70751954,0.84814454,0.17993165
587,1.88427735,1.19360352,1.78955079
588,-1.9572754,1.06176758,1.49047852
589,1.88720704,1.10791016,1.63330079
590,1.9440918000000003,1.03271485,1.71118165
591,1.82739258,1.04223633,1.7385254
592,1.8425293000000003,1.04223633,1.77465821
593,1.79785157,1.01269532,1.75097657
594,1.79150391,1.04248047,1.78076172
595,1.78466797,1.0234375,1.77612305
596,1.79296875,1.04492188,-1.7619629
597,1.7644043000000003,1.02734375,1.82714844
598,1.76928711,1.02929688,1.82006836
599,1.7722168000000003,1.01049805,1.82421875
600,1.70751954,0.84814454,0.17993165
