Label,Axis1,Axis2,Axis3,time
4,-9.659856,0.5068226,0.6211457,61648
4,-9.832238,0.09023148,0.42003277,61648
4,-9.825055,0.262614,0.37933132,61648
4,-9.791536,0.17642274,0.4679168,61648
4,-9.681403,0.49245736,0.5852327,61648
4,-9.734076,0.43260232,0.5948095,61648
4,-9.650279,0.46133274,0.5804443,61648
4,-9.652673,0.5140052,0.767192,61648
4,-9.774777,0.45893854,0.6283283,61648
4,-9.676615,0.3895067,0.70494276,61648
4,-9.714922,0.547524,0.5828385,61648
4,-9.645491,0.77497315,0.5948095,61649
4,-9.633519,0.64808047,0.5612907,61649
4,-9.695768,0.64808047,0.69297177,61649
4,-9.61676,0.7270891,0.4750994,61649
4,-9.554511,0.64568627,0.6426935,61649
4,-9.592818,0.78933835,0.6426935,61649
4,-9.664644,0.5092168,0.7767688,61649
4,-9.334244,0.5690718,0.5373486,61649
4,-9.954343,0.79412675,0.38890815,61649
4,-9.734076,0.5379472,0.42242697,61649
4,-9.674221,0.8276456,0.72170216,61649
4,-9.774777,0.3847183,0.36017773,61649
4,-9.688586,0.87552965,0.51580083,61650
4,-9.643096,0.9305963,0.50861824,61650
4,-9.655067,0.87313545,0.6139631,61650
4,-9.669433,0.8180688,0.5804443,61650
4,-9.640702,0.7151181,0.3362357,61650
4,-9.734076,0.8348282,0.5325602,61650
4,-9.635914,0.91383684,0.5565023,61650
4,-9.688586,0.87313545,0.52298343,61650
4,-9.743652,0.7342717,0.5708675,61650
4,-9.805902,0.7151181,0.50622404,61650
4,-9.798719,0.820463,0.5373486,61651
4,-9.640702,0.8156746,0.38651395,61651
4,-9.576058,1.1508628,0.68339497,61651
4,-9.741259,0.87074125,0.4894646,61651
4,-9.643096,0.8037036,0.5756559,61651
4,-9.746047,0.8108862,0.27398646,61655
4,-9.674221,0.8180688,0.41763857,61655
4,-9.640702,0.9593267,0.39848495,61655
4,-9.750835,0.8515876,0.37693712,61655
4,-9.705345,0.89947164,0.41285014,61655
4,-9.69098,0.8539818,0.38411975,61655
4,-9.714922,0.79173255,0.3506009,61655
4,-9.688586,0.8228572,0.37933132,61655
4,-9.695768,0.8132804,0.35538933,61655
4,-9.698163,0.808492,0.446369,61655
4,-9.664644,0.86116445,0.3410241,61655
4,-9.712528,0.8228572,0.41524437,61655
4,-9.712528,0.808492,0.43918636,61655
4,-9.650279,0.89947164,0.43439797,61655
