Label,Axis1,Axis2,Axis3,time
0,14.821455,-4.334403,-1.1493665,75591
0,10.0809355,1.0190321,-1.4246997,75591
0,13.157485,-2.9194298,-4.5443444,75591
0,13.677027,0.7389105,-1.1421839,75591
0,9.932495,-1.3272855,0.114772044,75591
0,13.222129,0.7341221,-1.8365023,75591
0,9.79842,0.14275427,-1.6162357,75591
0,10.092907,-0.43903673,-0.6609493,75591
0,10.363452,-0.2427122,-2.0543747,75591
0,11.141567,-0.26904842,-1.6808792,75591
0,9.592519,-0.7814076,-0.7710826,75591
0,9.865458,-1.0280104,-0.7615058,75591
0,10.586112,0.26964697,-1.5611691,75591
0,9.702652,-1.463755,-0.40716392,75591
0,9.597307,-0.61381346,-1.273865,75591
0,9.494356,-1.5451579,-0.5244798,75591
0,8.357111,-0.06075287,-3.1988032,75591
0,11.783214,-13.022961,8.573486,75591
0,9.503933,-1.5499463,-0.35209727,75591
0,9.712229,-1.0639234,-0.8668507,75591
0,10.124031,-1.8468274,-0.0911293,75591
0,9.590124,6.6238585,-14.087632,75591
0,10.361057,-1.1956044,-0.6729203,75591
0,18.470219,0.7149685,-1.1733085,75591
0,19.703232,19.507057,12.298864,75591
0,10.44246,-0.31453824,-0.19168578,75591
0,10.064177,11.22312,-8.322394,75591
0,5.5654716,-0.34566286,1.122731,75591
0,9.870246,-0.50846857,-0.6178537,75592
0,10.53344,0.8849568,-7.0031896,75592
0,11.694628,7.7275853,-11.1954365,75592
0,10.48795,8.158542,-0.6394015,75592
0,11.323526,2.656666,-2.6672904,75592
0,6.9062243,0.66229606,-1.0440216,75592
0,9.472809,1.5553333,-1.4558243,75592
0,9.563788,-5.1388545,-10.362254,75592
0,9.559,12.037148,-10.678289,75592
0,3.767426,-3.218705,2.2815247,75592
0,19.703232,7.3301477,-4.6185646,75592
0,10.748919,2.01502,-0.6585551,75592
0,7.770531,0.025438393,-3.2730234,75592
0,6.381894,0.5952584,-0.31139585,75592
0,4.885518,-3.6783917,1.2448353,75592
0,14.280366,-2.5267806,-2.2147863,75592
0,19.703232,4.464288,-9.44767,75592
0,12.953978,1.4930841,-1.0655694,75592
0,13.327474,0.77482355,-1.0296564,75592
0,9.606884,0.6192004,-3.6537015,75592
0,7.851934,0.15233108,-1.1421839,75592
0,10.45922,0.39414546,-1.9562124,75592
0,4.8903065,-1.2530653,1.6326959,75592
0,10.420913,1.8067244,1.9391538,75592
0,13.344233,8.845677,-12.663082,75593
0,18.099117,2.1730373,-1.5851111,75593
0,11.196634,-0.3959411,0.1937807,75593
0,5.998822,0.09008184,0.71332246,75593
0,0.07317279,1.1794436,-1.5635633,75593
0,13.42803,-1.2434886,-4.608988,75593
0,11.634773,0.614412,-1.8484733,75593
0,16.193333,-1.6576854,1.0940006,75593
0,10.523863,0.10444705,-1.690456,75593
0,10.243742,0.5042787,-1.6952444,75593
0,9.582942,-1.2171522,-1.2259809,75593
0,10.035446,0.39175126,-2.4470239,75593
0,10.41373,1.825878,-4.91784,75595
0,13.471126,-1.8037317,-0.0863409,75595
0,13.164668,0.42766428,-1.8580501,75595
0,10.373029,0.57131636,-1.5898995,75595
0,10.753707,0.6431424,-1.6042647,75595
0,9.547029,0.11402386,-1.9945197,75595
0,9.606884,-1.0399814,-0.3784335,75595
0,9.817574,-0.9537901,-0.6417957,75595
0,9.788843,-1.6074072,-0.45744216,75595
0,9.915736,-1.6552912,-0.24196401,75595
0,8.495975,1.9168577,-0.57236385,75595
0,12.7385,-9.718963,9.365968,75595
0,6.578219,0.41090485,0.040551793,75596
0,3.9589622,-3.35278,-0.34970307,75596
0,9.477597,-0.73591775,-0.9650129,75598
0,8.167969,0.68384385,-2.0064907,75598
0,7.222259,-2.0862474,-3.2299278,75598
0,4.883124,4.583998,-2.0998645,75598
0,10.566958,-0.06314707,-0.42871174,75598
0,13.001862,-2.6010008,-0.91473466,75598
0,11.067347,-0.058358666,-0.07915829,75598
0,8.893412,-1.2243348,-0.13422494,75598
0,9.994744,1.2225392,-0.8668507,75598
0,9.671528,-0.084694885,-1.1517607,75598
0,9.930101,0.48273093,-1.3409026,75598
0,9.863064,-0.12539631,-0.98895496,75598
0,9.628431,-0.28820202,-0.28027123,75598
0,10.246136,0.3438672,-0.6250363,75598
0,9.867852,-1.2267292,-0.15337855,75598
0,9.369858,0.41329905,-0.33773208,75598
0,8.507945,4.4211926,0.71332246,75598
0,6.580613,-8.34469,-16.522535,75598
0,10.535834,-4.1069536,-11.011084,75598
0,14.390499,-1.5690999,-5.502025,75598
0,9.216629,-2.2777836,2.0181625,75598
0,10.519074,-0.084694885,-1.8963574,75598
0,6.5447,-0.13976152,0.5936124,75598
0,5.47928,-1.4565724,-1.4103345,75598
0,14.385711,-3.6759975,-5.5786395,75598
0,15.831808,-2.4980502,0.14350246,75598
0,10.660333,1.7013795,-1.6042647,75598
0,8.972421,-1.1165959,-1.0703578,75598
0,9.975591,-1.5595231,0.14829087,75598
0,9.43929,-2.1556795,0.97668463,75598
0,9.714623,-1.2387002,0.10280103,75598
0,8.16318,-11.548133,7.1369658,75598
0,8.239795,11.721114,-15.026159,75598
0,18.606688,-1.68881,-5.370344,75598
0,11.934048,0.36062664,-0.45744216,75598
0,8.158392,7.9717937,-3.8907273,75599
0,12.463166,8.453029,-7.2497926,75599
0,17.601124,2.8027124,-3.754258,75599
0,10.109666,-0.30735564,-1.0942998,75599
0,6.2573957,-0.34087446,-0.550816,75599
0,2.199224,-3.0630817,0.93358904,75599
0,11.603648,-1.4086884,-4.8891096,75599
0,13.042563,0.26964697,1.3262382,75599
0,12.501473,1.7971476,-0.49814358,75599
0,11.000309,0.21936873,-2.485331,75599
0,9.714623,-0.2570774,-1.1637317,75599
0,9.96362,0.15233108,-0.79741883,75599
0,9.867852,-0.29777884,-0.45744216,75599
0,9.458444,-1.1860276,-0.60348845,75599
0,9.623643,-1.6457144,-0.34970307,75599
0,10.827927,2.5201967,-2.0759225,75599
0,6.877494,3.8274307,2.7890954,75599
0,8.742578,10.363602,-9.739762,75599
0,9.53027,7.545626,-7.6592007,75599
0,12.206987,0.22655134,-0.119859725,75599
0,6.1688104,0.851438,-0.16534956,75599
0,4.0140285,-4.229058,0.73487025,75599
0,9.389011,0.7484873,-4.0319853,75599
0,12.120796,-1.2650363,-1.5539865,75599
0,13.947572,0.6192004,-0.847697,75599
0,11.122414,0.13078327,-2.186056,75599
0,10.095301,-0.024839843,-2.0615573,75599
0,10.155156,0.27682957,-1.7479169,75599
0,9.717017,-0.6832453,-0.91473466,75599
0,9.855881,0.20260932,-0.49574938,75599
0,9.611672,-1.071106,-0.10070611,75599
0,11.287614,-1.8994998,1.146673,75599
0,17.65619,15.2693205,0.4810849,75599
0,9.080159,5.6422358,-5.889886,75599
0,12.973131,3.9591117,-8.188319,75599
0,14.306702,1.6104,0.4547487,75599
