Label,Axis1,Axis2,Axis3,time
1,9.18311,-2.3950996,2.4610896,70413
1,9.156774,-2.3855226,2.5281274,70413
1,9.123255,-2.3400328,2.5017912,70413
1,9.149591,-2.5148096,2.3485622,70414
1,9.175928,-2.636914,2.4323592,70414
1,9.132832,-2.5507226,2.429965,70414
1,9.219024,-2.3974938,2.2647653,70414
1,9.295638,-2.4381952,2.3054667,70414
1,9.230994,-2.4094648,2.3318028,70414
1,9.144803,-2.5698762,2.3868694,70414
1,9.173533,-2.4741082,2.4610896,70414
1,9.130438,-2.4908676,2.511368,70414
1,9.187899,-2.4405894,2.429965,70414
1,9.192687,-2.4645314,2.487426,70414
1,9.144803,-2.4310126,2.5137622,70414
1,9.173533,-2.54354,2.3437738,70415
1,9.13762,-2.4788966,2.3150434,70415
1,9.168745,-2.5100212,2.310255,70415
1,9.2046585,-2.4908676,2.3150434,70415
1,9.166351,-2.5052328,2.2599769,70415
1,9.135226,-2.495656,2.3198318,70415
1,9.18311,-2.5052328,2.2791305,70415
1,9.238177,-2.4908676,2.238429,70415
1,9.254936,-2.4166474,2.2527943,70415
1,9.163957,-2.471714,2.2911015,70415
1,9.1807165,-2.5100212,2.3006783,70415
1,9.207052,-2.5219922,2.3892636,70415
1,9.223812,-2.3256676,2.2096984,70416
1,9.211841,-2.5028386,2.168997,70416
1,9.226206,-2.4214358,2.2934957,70416
1,9.245359,-2.4046764,2.2887073,70416
1,9.211841,-2.5267806,2.2192752,70416
1,9.197475,-2.4932618,2.2719479,70416
1,9.202264,-2.531569,2.2791305,70416
1,9.17114,-2.5004444,2.1713912,70416
1,9.202264,-2.5962124,2.2480059,70416
1,9.216629,-2.5028386,2.1498435,70416
1,9.238177,-2.4765024,2.2096984,70416
1,9.187899,-2.4788966,2.2432175,70416
1,9.173533,-2.5746646,2.262371,70416
1,9.84391,-2.4741082,1.0940006,70417
1,10.073753,-0.041599255,-0.119859725,70417
1,14.304308,-3.8124669,-0.9506477,70417
1,8.632443,-1.4110826,0.5409399,70417
1,9.125649,-1.616984,1.5201684,70417
1,9.6427965,-0.9442133,1.4507366,70417
1,9.599701,-2.3639748,2.880075,70417
1,8.709059,-2.6464908,3.7060745,70417
1,9.386618,-4.0183682,2.5065796,70417
1,9.499145,-2.7015574,1.9367596,70417
1,9.353099,-2.390311,2.1139305,70417
1,9.295638,-2.2777836,2.2144868,70417
1,8.737789,-1.68881,1.5872061,70418
1,7.0857897,-0.84365684,2.4323592,70418
1,8.802432,-4.001609,-2.7391164,70418
1,13.27959,-3.2977135,-1.0942998,70418
1,12.202199,0.13557167,-0.9602245,70418
1,9.9612255,-1.1620857,-0.8620623,70418
1,9.465626,-1.9976621,-0.60348845,70418
1,9.690681,-1.9856911,-0.91473466,70418
1,9.657163,-2.1245546,-0.68249714,70418
1,9.379435,-2.7853544,-0.11507132,70418
1,9.338734,-2.5100212,0.10519524,70418
1,9.640403,-2.1125836,0.047734395,70418
1,9.561394,-2.5243864,0.42601827,70418
1,10.006716,-1.3153145,-1.2116157,70419
1,9.233389,-2.483685,-0.43350014,70419
1,9.379435,-2.3759458,-0.007332243,70419
1,9.559,-2.3615806,0.002244564,70419
1,9.506328,-2.3400328,-0.10070611,70419
1,9.697864,-2.4262242,0.5313631,70419
1,6.116138,0.22894554,-1.6258126,70419
1,9.111284,0.9663597,-0.6489783,70419
1,10.5980835,1.7468694,-5.77257,70419
1,12.381763,1.9120693,0.5744588,70419
1,11.395352,0.3366846,2.2001216,70419
1,11.357045,-0.19243397,1.3645453,70419
1,9.161562,-2.0599113,1.1634324,70420
1,5.168034,-3.9537249,-2.071134,70420
1,11.776031,-7.6192474,4.8792334,70420
1,7.5598416,5.907992,-13.048549,70420
1,19.444658,0.23133974,-6.1317,70420
1,14.711322,-1.2195464,0.70613986,70420
1,9.257331,-1.5643115,1.3693337,70420
1,4.016423,-1.4876971,3.710863,70420
1,8.39063,-3.0918121,-1.4294881,70420
1,10.801591,-5.4596777,0.70374566,70420
1,14.70414,-0.41988313,-0.9458593,70420
1,10.971579,-0.9944915,-1.5420156,70420
1,9.82715,-2.1006126,-0.98177236,70421
1,9.04664,-2.9266124,-0.47420156,70421
1,9.3004265,-2.6656444,-0.122253925,70421
1,9.2286005,-2.8188732,0.03815759,70421
1,9.389011,-2.6919806,0.0525228,70421
1,9.240571,-2.7015574,0.43798926,70421
1,5.237466,-3.2402527,1.3406034,70422
