Label,Label,Axis1,Axis2,Axis3,date_hour,date_minute,date_second
YF,0,10.112061,1.9431939,-2.1501427,21,3,45
YF,0,9.630826,-18.555962,11.865514,21,3,45
YF,0,9.736171,-0.12539631,-1.2571056,21,3,45
YF,0,9.135226,-5.258565,-10.711808,21,3,45
YF,0,9.705047,-0.3528455,-1.0392332,21,3,45
YF,0,8.742578,0.14275427,3.7371993,21,3,45
YF,0,8.462456,-0.6808511,-4.7909474,21,3,45
YF,0,9.697864,-0.9657611,-0.6250363,21,3,45
YF,0,7.8734818,-3.5586815,-0.41913494,21,3,45
YF,0,9.630826,-1.1453263,-0.33054948,21,3,45
YF,0,9.585336,-2.105401,-0.91473466,21,3,45
YF,0,9.647585,-1.1285669,-0.526874,21,3,45
YF,0,10.095301,0.25767595,-0.07676409,21,3,45
YF,0,9.887006,-1.9641433,0.16265608,21,3,45
YF,0,10.004321,-1.2267292,-0.5316624,21,3,45
YF,0,10.305991,1.3159131,-1.8508675,21,3,45
YF,0,5.2422543,-2.1772273,1.9343654,21,3,45
YF,0,11.249307,1.5385739,-0.9362825,21,3,45
YF,0,6.8511577,1.3230957,-3.1700728,21,3,45
YF,0,12.97792,0.6192004,-1.4701895,21,3,45
YF,0,17.26833,-3.1492732,0.81866735,21,3,45
YF,0,12.252477,0.47794253,-2.3057659,21,3,45
YF,0,15.127913,2.8194718,-0.04563947,21,3,45
YF,0,16.734423,0.7532757,1.7691654,21,3,45
YF,0,11.409718,3.1642368,-2.4542065,21,3,45
YF,0,8.49358,-10.901698,-10.465205,21,3,45
YF,0,9.518298,-1.865981,-0.2228104,21,3,45
YF,0,8.412177,-1.8444332,-1.2834418,21,3,45
YF,0,9.602096,-0.786196,-0.4861726,21,3,45
YF,0,10.042628,-0.27623102,-0.119859725,21,3,45
YF,0,9.728989,-1.011251,-0.16534956,21,3,45
YF,0,9.764901,-0.73352355,-0.26590604,21,3,45
YF,0,18.692879,-1.4086884,2.5377042,21,3,45
YF,0,16.370504,-3.6903627,2.4203882,21,3,45
YF,0,13.181427,0.5210382,-7.7022967,21,3,45
YF,0,0.43709144,-0.03441665,-1.5755343,21,3,45
YF,0,3.8943188,-3.4964323,0.1985691,21,3,45
YF,0,3.2239423,-3.0319571,2.2073042,21,3,45
YF,0,9.760113,-1.1956044,-0.6202479,21,3,45
YF,0,4.3923125,-1.0782886,1.6446669,21,3,45
YF,0,9.489568,-0.7766192,-0.9530419,21,3,45
YF,0,5.1991587,-0.09187749,0.84500355,21,3,45
YF,0,5.4481554,0.28401217,-0.14859015,21,3,45
YF,0,9.338734,1.3087305,-1.4175171,21,3,45
YF,0,7.5119576,0.22894554,-0.8812159,21,3,45
YF,0,9.041852,-0.3528455,-0.823755,21,3,45
YF,0,16.887651,10.674848,-13.149105,21,3,45
YF,0,13.521403,-1.1836334,0.31109658,21,3,45
YF,0,11.5773115,-0.49170917,1.146673,21,3,45
YF,0,6.202329,0.2959832,-0.6705261,21,3,45
YF,0,4.6389155,-1.7510593,2.9447184,21,3,45
YF,0,16.53331,0.7389105,0.21532851,21,3,44
YF,0,7.4473143,2.3382373,-4.8867154,21,3,44
YF,0,19.703232,-1.3512276,-3.4789248,21,3,44
YF,0,14.500632,-5.3519387,-4.455759,21,3,44
YF,0,19.703232,12.118551,-6.021567,21,3,43
YF,0,14.684986,12.082638,-9.890596,21,3,43
YF,0,12.815114,1.3350667,-0.49814358,21,3,43
YF,0,8.61329,6.4490814,-5.5523033,21,3,43
YF,0,8.785673,-1.4206594,1.3310266,21,3,42
YF,0,9.81518,-1.0256162,-1.4486417,21,3,42
YF,0,5.8527756,1.1650784,-0.18929157,21,3,42
YF,0,10.006716,-0.9442133,0.09322423,21,3,42
YF,0,0.8560767,-0.6736685,-2.5643396,21,3,42
YF,0,9.898976,-0.5635352,-0.24435821,21,3,42
YF,0,9.726594,-1.6433202,-0.23956981,21,3,42
YF,0,10.5980835,-1.8252795,-5.245846,21,3,42
YF,0,9.748142,-3.541922,0.15547347,21,3,42
YF,0,9.690681,-1.8372505,-0.2228104,21,3,42
YF,0,19.703232,-3.5874119,4.2591352,21,3,42
YF,0,9.54224,-1.3368623,-0.29463646,21,3,42
YF,0,9.69547,-1.0758944,-0.39040452,21,3,42
YF,0,13.856592,1.0812813,-0.8213608,21,3,42
YF,0,9.721806,-0.6808511,-0.60827684,21,3,42
YF,0,10.334722,0.78440034,-1.6258126,21,3,42
YF,0,9.590124,-0.49410337,-0.526874,21,3,42
YF,0,9.566182,-0.60902506,-0.8740333,21,3,42
YF,0,9.556605,-0.23313539,-0.69446814,21,3,42
YF,0,9.537452,-1.6361376,-0.47420156,21,3,42
YF,0,9.549423,-0.33848026,-0.68249714,21,3,42
YF,0,9.580547,-1.6337434,-0.26111764,21,3,42
YF,0,10.023475,0.98551327,-1.6689082,21,3,42
YF,0,9.697864,-0.74788874,-0.5053262,21,3,42
YF,0,10.871022,1.0908581,-2.1333833,21,3,42
YF,0,9.494356,-0.9920973,-0.5005378,21,3,42
YF,0,11.115231,0.4707599,-2.2650645,21,3,42
YF,0,8.541464,-0.7023989,1.4507366,21,3,42
YF,0,12.104036,2.9918542,-0.41434655,21,3,42
YF,0,14.5149975,3.3294368,-0.29463646,21,3,42
YF,0,4.255843,-3.9393597,-1.8843864,21,3,42
YF,0,15.458313,0.89453363,0.3230676,21,3,42
YF,0,14.206145,10.296564,-17.592743,21,3,42
YF,0,18.604294,0.0398036,3.3253965,21,3,42
YF,0,19.145384,1.3398551,-2.0256443,21,3,42
YF,0,8.354716,-0.63057286,0.1794155,21,3,42
YF,0,12.127978,-3.601777,-5.734263,21,3,42
YF,0,4.155287,-0.774225,1.1394904,21,3,42
YF,0,9.398588,0.082899235,-1.9777602,21,3,42
YF,0,-2.3306057,1.622371,-5.250634,21,3,42
YF,0,13.408876,0.25049335,-9.703849,21,3,42
YF,0,10.382606,0.23133974,-2.1621137,21,3,42
YF,0,11.048193,0.65032506,-2.0854993,21,3,42
YF,0,16.77273,1.2392987,1.51538,21,3,42
YF,0,11.656321,0.6431424,-1.7838299,21,3,42
YF,0,13.363386,0.6431424,-1.7886183,21,3,42
YF,0,12.216564,1.9144635,-1.6856676,21,3,42
YF,0,18.338537,-0.5467758,-5.976077,21,3,42
YF,0,19.703232,3.226486,-1.072752,21,3,42
YF,0,9.17114,-0.7933786,-1.1254244,21,3,42
YF,0,9.6427965,-0.44382513,-0.8261492,21,3,27
YF,0,14.440777,12.654852,-5.281759,21,3,27
YF,0,9.721806,-0.036810853,-0.7639,21,3,27
YF,0,10.557382,5.7954645,-11.877785,21,3,27
YF,0,9.652373,-0.43903673,-0.6322189,21,3,27
YF,0,8.835951,5.7475805,-4.0702925,21,3,27
YF,0,9.606884,-1.3967174,-0.6465841,21,3,27
YF,0,10.143185,4.7755346,-2.1118355,21,3,27
YF,0,8.9580555,1.1794436,-4.908263,21,3,27
YF,0,8.323592,-6.81719,6.310966,21,3,27
YF,0,19.703232,5.5512557,-12.689419,21,3,27
YF,0,11.407324,9.410709,1.941548,21,3,27
YF,0,10.262896,1.5194203,1.0509049,21,3,27
YF,0,8.0027685,7.167342,-2.806154,21,3,27
YF,0,9.03467,-0.59465986,-0.6346131,21,3,26
YF,0,9.551817,-1.1932102,-0.33294368,21,3,26
YF,0,19.703232,7.258322,-2.0184617,21,3,26
YF,0,9.951649,-1.1213843,-0.31618425,21,3,26
YF,0,10.052205,0.6239888,-0.99134916,21,3,26
YF,0,12.376975,0.17627311,0.94316584,21,3,26
YF,0,9.855881,-0.18285716,-0.7447464,21,3,26
YF,0,6.843975,0.57371056,0.07885902,21,3,26
YF,0,9.690681,-0.9442133,-0.5101146,21,3,26
YF,0,9.645191,-1.3895348,-0.5101146,21,3,26
YF,0,4.337246,-3.1181483,1.5656583,21,3,26
YF,0,6.676381,0.9208698,-2.23394,21,3,26
YF,0,9.870246,-1.5140333,-0.0911293,21,3,26
YF,0,16.377686,-4.348768,0.82584995,21,3,26
YF,0,9.659556,-1.2985551,-0.5460276,21,3,26
YF,0,13.75843,0.79397714,-0.67770875,21,3,26
YF,0,9.858275,-0.9537901,-0.71122754,21,3,26
YF,0,10.724977,0.863409,-1.9681834,21,3,26
YF,0,9.635614,-0.14694414,-1.5156794,21,3,26
YF,0,12.2859955,2.4651299,-1.8772038,21,3,26
YF,0,9.43929,0.27204117,-1.345691,21,3,26
YF,0,12.5325985,2.2520459,-0.60588264,21,3,26
YF,0,14.608372,1.0405799,-0.7662942,21,3,26
YF,0,9.585336,-0.7885902,-0.550816,21,3,26
YF,0,9.626038,-1.5475521,-0.105494514,21,3,26
YF,0,14.795119,0.923264,-0.30660746,21,3,26
YF,0,9.6427965,-1.5786767,-0.67531455,21,3,26
YF,0,18.154184,1.16029,3.2511764,21,3,26
YF,0,12.226141,-1.8109143,-7.8698907,21,3,26
YF,0,9.640403,-1.7199347,-0.40237552,21,3,26
YF,0,9.436895,0.8490438,-6.0742393,21,3,26
YF,0,11.831098,7.1960726,2.358139,21,3,26
YF,0,3.207183,-1.7175405,-0.33773208,21,3,26
YF,0,3.626168,-2.3496096,0.92640644,21,3,26
YF,0,7.5694184,-2.1461027,5.0803466,21,3,26
YF,0,13.921235,1.2800001,-1.0871172,21,3,25
YF,0,17.59394,11.713931,2.465878,21,3,25
YF,0,9.750536,0.28401217,-0.7686884,21,3,25
YF,0,9.800815,-1.260248,-0.57954645,21,3,25
YF,0,9.875034,-1.1956044,-0.57236385,21,3,25
YF,0,12.00348,1.6774375,-2.5020905,21,3,25
YF,0,9.726594,-0.74070615,-0.69925654,21,3,25
YF,0,9.800815,-1.0088568,-0.9362825,21,3,25
YF,0,10.001927,-2.7183168,0.16026187,21,3,25
YF,0,9.894188,-0.58747727,-0.490961,21,3,25
YF,0,9.635614,-0.8891467,-0.823755,21,3,25
YF,0,11.728147,2.5441387,0.95992523,21,3,25
YF,0,9.659556,-1.3272855,-0.46462476,21,3,25
YF,0,15.8365965,-16.56159,10.041132,21,3,25
YF,0,9.671528,-1.3009493,-0.59630585,21,3,25
YF,0,9.539846,-0.5300164,-0.89558107,21,3,25
YF,0,14.086435,13.6532345,-7.9273515,21,3,25
YF,0,9.709835,-0.6545149,-1.2187983,21,3,25
YF,0,14.182203,-0.21398178,-1.7503111,21,3,25
YF,0,9.709835,-0.07272387,-1.4103345,21,3,25
YF,0,10.626814,3.2911296,-2.5403976,21,3,25
YF,0,6.465691,-0.7023989,-0.7471406,21,3,25
YF,0,10.229377,2.0820577,-2.415899,21,3,25
YF,0,3.1784525,-1.248277,2.025345,21,3,25
YF,0,9.745748,-1.2578537,-0.73038113,21,3,25
YF,0,10.411336,1.2680291,-1.6449662,21,3,25
YF,0,4.763414,-1.142932,0.27039516,21,3,25
YF,0,11.438448,0.79158294,-1.8532617,21,3,25
YF,0,11.469573,0.49709612,-1.9466356,21,3,25
YF,0,13.75843,-2.9122472,-4.3911157,21,3,25
YF,0,9.693075,0.037409402,-1.2379519,21,3,25
YF,0,9.683498,-0.6952163,-2.0783167,21,3,25
YF,0,8.5917425,8.7570915,-0.44068274,21,3,25
YF,0,13.588442,-0.022445641,-1.6952444,21,3,25
YF,0,9.697864,-1.0687118,-0.6346131,21,3,25
YF,0,16.53331,1.7755998,1.9104233,21,3,25
YF,0,16.119112,-4.171597,0.52657473,21,3,25
YF,0,9.717017,-1.3823522,-0.20844519,21,3,25
YF,0,13.33705,0.087687634,-6.58181,21,3,25
YF,0,12.578088,-1.0998363,-3.8476317,21,3,25
YF,0,9.635614,-2.5387516,-0.05761048,21,3,25
YF,0,9.396194,0.79158294,-4.0104375,21,3,25
YF,0,9.788843,-1.4422072,-0.80220723,21,3,25
YF,0,5.5750484,-1.5930419,-3.0024786,21,3,25
YF,0,-4.1597757,3.4802713,-7.266552,21,3,25
YF,0,11.182269,6.1713543,-0.739958,21,3,25
YF,0,3.2478843,-5.2537766,0.80430216,21,3,25
YF,0,5.168034,0.2983774,3.7659297,21,3,25
YF,0,12.558934,-17.931074,10.922198,21,3,25
YF,0,5.905448,0.8825626,0.60558337,21,3,25
YF,0,13.851804,15.017929,-9.974394,21,3,25
YF,0,8.752154,-0.06314707,1.7548002,21,3,13
YF,0,12.127978,1.1052234,2.0157683,21,3,13
YF,0,17.634642,1.1315596,-0.16056114,21,3,13
YF,0,19.703232,1.682226,-5.856367,21,3,12
YF,0,19.703232,6.992565,-9.304017,21,3,12
YF,0,8.335563,-0.82929164,-0.29703066,21,3,12
YF,0,14.651467,10.871172,-14.437186,21,3,12
YF,0,7.6556096,-9.6208,1.704522,21,3,12
YF,0,5.35957,0.0398036,1.0604817,21,3,12
YF,0,6.673987,-15.354914,-12.62717,21,3,12
YF,0,1.8927661,-2.1532853,-0.007332243,21,3,12
YF,0,16.48782,17.88379,0.4643255,21,3,12
YF,0,8.005163,-5.2322288,-2.8564322,21,3,12
YF,0,12.611608,0.99269587,-8.961647,21,3,12
YF,0,9.250148,-1.7342999,-0.46223056,21,3,12
YF,0,10.004321,-2.0311809,-0.7710826,21,3,12
YF,0,16.75597,-0.240318,1.2687773,21,3,12
YF,0,9.458444,-1.1620857,-1.0200796,21,3,12
YF,0,12.918065,1.5457565,-1.1804911,21,3,12
YF,0,9.736171,0.26964697,-0.7950246,21,3,12
YF,0,10.112061,0.23612814,-1.5851111,21,3,12
YF,0,9.64998,-1.3608044,-0.8812159,21,3,12
YF,0,19.703232,-1.5092449,-10.130017,21,3,12
YF,0,9.721806,0.935235,-0.8812159,21,3,12
YF,0,9.872641,-0.6593033,-0.8524854,21,3,12
YF,0,9.666739,-0.8939351,-0.80220723,21,3,12
YF,0,9.640403,-0.5395932,-0.39040452,21,3,12
YF,0,9.539846,-2.0742764,-0.5436334,21,3,12
YF,0,9.58773,-2.3950996,-0.7495348,21,3,12
YF,0,9.647585,-0.27862522,-0.38801032,21,3,12
YF,0,9.717017,-1.1285669,-0.787842,21,3,12
YF,0,9.626038,-1.3751696,-0.45504797,21,3,12
YF,0,9.70744,-1.9761143,-0.71601593,21,3,12
YF,0,9.673922,-0.74310035,-1.4246997,21,3,12
YF,0,9.968409,-1.2530653,-0.21802199,21,3,11
YF,0,9.661951,0.06135142,-1.33372,21,3,11
YF,0,8.546252,-4.7414174,4.6637554,21,3,11
YF,0,10.136003,0.27204117,-2.0735283,21,3,11
YF,0,12.216564,0.5018845,-1.6689082,21,3,11
YF,0,8.007557,-11.713332,7.7139683,21,3,11
YF,0,12.127978,0.8562264,-2.0783167,21,3,11
YF,0,11.385776,18.570925,-9.258528,21,3,11
YF,0,11.546187,0.39175126,-2.509273,21,3,11
YF,0,12.448801,1.6415246,-1.1589433,21,3,11
YF,0,19.600283,2.7644053,-4.3145013,21,3,11
YF,0,17.529297,0.6096236,2.8848634,21,3,11
YF,0,11.625196,2.0892403,-0.6633435,21,3,11
YF,0,14.979472,-6.6232595,0.5481225,21,3,11
YF,0,16.308254,1.3087305,-6.3328133,21,3,11
YF,0,6.017976,1.7013795,-1.5180736,21,3,11
YF,0,10.03784,-0.46297875,-3.2371104,21,3,11
YF,0,-2.8884547,3.2623992,-7.4173865,21,3,11
YF,0,3.9015014,-3.6161423,0.95992523,21,3,11
YF,0,3.140145,0.3007716,-2.092682,21,3,11
YF,0,1.9789573,-3.5347395,-1.4845546,21,3,11
YF,0,9.053823,0.1666963,-3.7398927,21,3,11
YF,0,2.8600235,-2.5100212,1.9367596,21,3,11
YF,0,15.522956,-3.5012207,0.7588123,21,3,11
YF,0,5.845593,0.14275427,1.0293571,21,3,11
YF,0,6.319645,-0.537199,0.16505028,21,3,11
YF,0,12.752865,1.9623476,-0.24914661,21,3,11
YF,0,8.378658,-0.786196,0.29912558,21,3,11
YF,0,11.007492,0.68144965,-1.3409026,21,3,11
YF,0,12.00348,0.614412,-0.98895496,21,3,11
YF,0,19.703232,2.809895,-2.130989,21,3,11
YF,0,9.429713,0.24331075,-1.4725837,21,3,11
YF,0,15.882087,9.247903,-13.06052,21,3,11
YF,0,12.300361,13.461699,-20.13,21,3,11
YF,0,9.728989,0.07092822,-0.8429086,21,3,11
YF,0,10.145579,10.275016,-11.068544,21,3,11
YF,0,7.626879,-1.3967174,1.0820296,21,3,11
YF,0,9.7242,-1.1477205,-0.514903,21,3,11
YF,0,9.841516,-1.2889783,-0.55321026,21,3,11
YF,0,9.501539,-3.5443163,-0.43350014,21,3,11
YF,0,9.087342,-1.0567408,-1.4582185,21,3,11
YF,0,9.549423,-1.9425954,-0.24196401,21,3,11
YF,0,9.611672,0.068534024,-0.6298247,21,3,11
YF,0,9.867852,-0.3528455,-0.6154595,21,3,10
YF,0,8.534282,19.507057,-12.976723,21,3,10
YF,0,9.702652,0.65032506,-0.70165074,21,3,10
YF,0,9.786449,0.3103484,-1.0176854,21,3,10
YF,0,19.703232,0.102052845,-7.386262,21,3,10
YF,0,9.628431,-0.19722237,-1.2020389,21,3,10
YF,0,9.666739,0.6192004,-1.285836,21,3,10
YF,0,9.444078,-1.0687118,0.033369187,21,3,10
YF,0,9.894188,0.80115974,-1.3887867,21,3,10
YF,0,9.70744,0.41090485,-1.4103345,21,3,10
YF,0,5.713912,-0.024839843,0.4906617,21,3,10
YF,0,10.710611,0.35583824,-1.4606127,21,3,10
YF,0,0.8249521,-1.5212159,-1.7359458,21,3,10
YF,0,11.440843,0.17627311,-1.7335516,21,3,10
YF,0,10.933271,2.8170776,-0.70643914,21,3,10
YF,0,13.796737,-0.60663086,-5.0088196,21,3,10
YF,0,13.507038,0.32950202,-1.7072154,21,3,10
YF,0,18.733582,-1.5882535,2.1282957,21,3,10
YF,0,12.8031435,1.6798317,-0.6322189,21,3,10
YF,0,17.146225,0.35583824,1.4986206,21,3,10
YF,0,12.274025,0.56413376,-1.6736966,21,3,9
YF,0,18.484585,-2.37834,2.487426,21,3,9
YF,0,15.589994,-4.185962,0.50502694,21,3,9
YF,0,10.523863,1.3685856,-1.45343,21,3,9
YF,0,11.47915,-2.7159226,-6.474071,21,3,9
YF,0,12.839056,-1.6121956,-3.7255275,21,3,9
YF,0,9.532663,-0.85802203,-1.3528736,21,3,9
YF,0,5.955726,-0.94900167,-1.1996447,21,3,9
YF,0,9.767296,-1.5810709,-0.73038113,21,3,9
YF,0,3.3723826,-2.3160908,-0.3616741,21,3,9
YF,0,4.598214,-1.9473838,1.5081974,21,3,9
YF,0,9.688287,-1.2698247,-0.40716392,21,3,9
YF,0,5.510405,0.068534024,-0.24914661,21,3,9
YF,0,9.539846,-0.43424833,-0.739958,21,3,9
YF,0,8.230218,-0.54917,-2.4877253,21,3,9
YF,0,9.681105,0.25049335,-0.26111764,21,3,9
YF,0,8.519917,-0.19482817,-2.8468554,21,3,9
YF,0,10.741735,0.3127426,-1.6090531,21,3,9
YF,0,11.857433,-9.814731,-8.466047,21,3,9
YF,0,13.212552,-0.28101942,-1.1757027,21,3,9
YF,0,8.290073,8.922292,-6.2657757,21,3,9
YF,0,19.703232,4.753987,-10.498724,21,3,9
YF,0,19.703232,3.652654,-3.4837132,21,3,9
YF,0,16.076017,13.672388,-9.440487,21,3,9
YF,0,12.202199,-0.5539584,-0.5125088,21,3,9
YF,0,7.102549,9.3460655,-15.107562,21,3,9
YF,0,10.720188,7.0883336,-4.429423,21,3,9
YF,0,6.662016,-1.7941549,-0.17732057,21,3,9
YF,0,7.576601,-1.8468274,5.726781,21,3,9
YF,0,10.085724,-8.974366,-6.1843724,21,3,9
YF,0,5.8144684,-1.6840216,2.7124808,21,3,9
YF,0,9.429713,2.0772693,4.268712,21,3,9
YF,0,11.273249,-0.31693244,-2.425476,21,3,9
YF,0,9.6188545,-0.8843582,-0.17971477,21,3,9
YF,0,14.127137,-0.13497312,2.3677158,21,3,9
YF,0,10.097695,-1.8133085,-0.40476972,21,3,9
YF,0,10.018686,-0.15891513,-0.6681319,21,3,8
YF,0,15.010597,3.1594484,0.95753103,21,3,8
YF,0,9.743354,-0.83647424,-0.88361007,21,3,8
YF,0,9.67871,-1.6505028,-1.6808792,21,3,8
YF,0,9.721806,-0.9298481,-0.34970307,21,3,8
YF,0,9.597307,-1.2051812,-0.16295536,21,3,8
YF,0,9.578154,-0.5683236,-0.3544915,21,3,8
YF,0,12.657097,2.3980923,-0.56278706,21,3,8
YF,0,9.520693,-1.5810709,-0.052822076,21,3,8
YF,0,13.327474,0.530615,-0.99374336,21,3,8
YF,0,15.482255,2.1610663,1.1275194,21,3,8
YF,0,9.645191,-1.6457144,0.28954875,21,3,8
YF,0,13.068899,0.9376292,-0.9195231,21,3,8
YF,0,13.305925,1.361403,-0.514903,21,3,8
YF,0,10.061782,-0.7670424,-0.2371756,21,3,8
YF,0,16.064047,0.48751932,0.6558616,21,3,8
YF,0,9.156774,-1.9856911,0.30151978,21,3,8
YF,0,8.64202,-2.0790648,-1.3002012,21,3,8
YF,0,19.703232,0.9328408,-1.8484733,21,3,8
YF,0,10.56217,0.5282208,-10.501119,21,3,8
YF,0,7.964462,19.507057,-10.060585,21,3,8
YF,0,18.726398,-1.842039,1.6231191,21,3,8
YF,0,4.71553,0.8777742,0.71571666,21,3,8
YF,0,17.85012,-2.3280618,2.6215012,21,3,8
YF,0,12.590059,-4.348768,-3.4286466,21,3,8
YF,0,2.7594671,-4.403835,-0.30900165,21,3,8
YF,0,12.513445,0.11402386,-8.626458,21,3,8
YF,0,13.45676,-0.28341362,-5.3487964,21,3,8
YF,0,11.780819,1.0094553,-6.691943,21,3,8
YF,0,7.0019927,0.24091655,-0.40476972,21,3,8
YF,0,19.444658,-1.7773955,4.874445,21,3,8
YF,0,-0.60438627,-0.9705495,-2.0974703,21,3,8
YF,0,0.9279028,-1.8180969,-1.8412907,21,3,7
YF,0,12.27163,0.82270753,-2.1333833,21,3,7
YF,0,3.7961564,-2.3089082,1.2208933,21,3,7
YF,0,11.539004,3.5832222,-1.2140099,21,3,7
YF,0,3.5567362,-2.6752212,1.2352585,21,3,7
YF,0,5.3547816,-0.75746554,0.7851485,21,3,7
YF,0,9.819968,-0.5683236,-1.4821604,21,3,7
YF,0,6.14008,1.2704233,-1.8819922,21,3,7
YF,0,8.6396265,-0.07511808,-1.9107226,21,3,7
YF,0,9.623643,-0.8771756,-0.44786537,21,3,7
YF,0,10.004321,-0.15412673,-0.80460143,21,3,7
YF,0,9.544635,-0.47973818,-1.4749779,21,3,7
YF,0,12.570906,1.3805566,-1.1709143,21,3,7
YF,0,9.621249,-1.3536218,-0.4885668,21,3,7
YF,0,18.953848,2.1658547,-3.067122,21,3,7
YF,0,9.757719,-2.4166474,-0.26351184,21,3,7
YF,0,19.703232,13.6676,-2.5044847,21,3,7
YF,0,9.640403,-0.043993454,-0.7734768,21,3,7
YF,0,8.891018,4.8569374,-15.2871275,21,3,7
YF,0,8.01474,-16.829742,5.654955,21,3,7
YF,0,9.271696,-2.4812908,-2.5188498,21,3,7
YF,0,9.336339,6.6597714,-0.39519292,21,3,7
YF,0,10.131214,-9.910499,-7.1228995,21,3,7
YF,0,9.41056,-4.4182,4.7236104,21,3,7
YF,0,9.307609,2.4292169,1.989432,21,3,7
YF,0,9.365069,3.6382887,-3.589058,21,3,7
YF,0,10.004321,-1.2195464,-0.68728554,21,3,7
YF,0,9.685893,-1.7654245,-0.61067104,21,3,7
YF,0,19.703232,4.849755,-11.614422,21,3,7
YF,0,9.705047,-0.6760627,-0.59870005,21,3,7
YF,0,12.728923,1.1938088,-1.096694,21,3,7
YF,0,9.458444,-0.9968857,-0.88839847,21,3,7
YF,0,6.7434187,0.19542672,-0.47420156,21,3,7
YF,0,9.456049,-0.6928221,-0.823755,21,3,7
YF,0,4.411466,-2.3113024,1.2879308,21,3,7
YF,0,9.702652,0.6239888,-0.88600427,21,3,7
YF,0,7.5574474,-1.2746131,-1.0296564,21,3,7
YF,0,9.891794,1.4164696,-1.369633,21,3,7
YF,0,12.216564,-1.5619173,-6.7972884,21,3,7
YF,0,9.82715,0.9160814,-1.2379519,21,3,7
YF,0,14.902858,-0.058358666,0.41644147,21,3,7
YF,0,9.688287,0.006284779,-1.0655694,21,3,7
YF,0,9.611672,-0.13018471,-1.2642882,21,3,7
YF,0,12.388947,2.4890718,-1.501314,21,3,7
YF,0,9.226206,-0.7814076,-1.3025954,21,3,7
YF,0,9.772084,-0.18764555,-1.0990882,21,3,6
YF,0,9.884611,0.80834234,-1.3600562,21,3,6
YF,0,9.43929,-1.260248,-0.45983636,21,3,6
YF,0,9.597307,-0.099060096,-1.3361142,21,3,6
YF,0,9.657163,-0.3672107,-1.357662,21,3,6
YF,0,9.594913,-1.8109143,-0.15337855,21,3,6
YF,0,9.932495,0.10684125,-1.6114473,21,3,6
YF,0,9.800815,-0.49649757,-2.2554877,21,3,6
YF,0,9.635614,-1.059135,-0.16534956,21,3,6
YF,0,11.060164,0.69820905,-1.9202994,21,3,6
YF,0,12.666674,1.9360113,-1.1493665,21,3,6
YF,0,9.877429,-1.2578537,-0.16534956,21,3,6
YF,0,14.910041,1.3709798,-0.06000468,21,3,6
YF,0,9.669133,-0.51565117,0.83063835,21,3,6
YF,0,19.703232,-1.1022305,3.4546833,21,3,6
YF,0,11.215788,-4.636072,-5.2769704,21,3,6
YF,0,7.8974237,-14.188937,-14.772374,21,3,6
YF,0,12.994679,-0.31693244,-6.215497,21,3,6
YF,0,10.236559,13.236644,-5.985654,21,3,6
YF,0,7.5191402,0.56413376,-2.4805427,21,3,6
YF,0,3.032406,-3.9752727,1.7715596,21,3,5
YF,0,19.703232,12.78414,-6.802077,21,3,5
YF,0,4.1912,-2.4070706,0.96471363,21,3,5
YF,0,13.619566,0.80834234,-2.221969,21,3,5
YF,0,5.1129675,-0.067935474,0.552911,21,3,5
YF,0,8.357111,-1.3488334,-0.99613756,21,3,5
YF,0,7.4497085,-1.3464391,-2.854038,21,3,5
YF,0,4.871153,-1.3248913,1.5800235,21,3,5
YF,0,11.005097,-1.3655928,-3.981707,21,3,5
YF,0,13.813497,-1.6912042,-2.2315457,21,3,5
YF,0,6.5279408,-1.4805145,0.7636007,21,3,5
YF,0,17.814207,-1.1118075,-3.7829883,21,3,5
YF,0,12.297967,-4.3176436,-4.563498,21,3,5
YF,0,19.703232,-0.13976152,-6.2849293,21,3,5
YF,0,19.703232,4.399645,-10.903344,21,3,5
YF,0,10.253319,9.829695,-13.685407,21,3,5
YF,0,12.156709,2.13473,-1.9107226,21,3,5
YF,0,11.500697,3.1977556,-3.957765,21,3,5
YF,0,10.583718,-3.980061,6.334908,21,3,5
YF,0,9.477597,-1.6313492,-0.33054948,21,3,5
YF,0,10.885387,1.9503765,2.690933,21,3,5
YF,0,10.959608,6.3509192,2.7938838,21,3,5
YF,0,9.757719,0.15951368,-0.45025957,21,3,5
YF,0,8.737789,-1.3512276,-2.011279,21,3,5
YF,0,9.673922,-0.043993454,-0.5005378,21,3,5
YF,0,10.356269,-0.5276222,-0.46701896,21,3,5
YF,0,9.903765,-1.0567408,-0.58433485,21,3,5
YF,0,9.582942,-0.63775545,-0.6346131,21,3,5
YF,0,9.901371,-0.6521207,-0.8716391,21,3,5
YF,0,9.470414,-2.897882,-0.24914661,21,3,5
YF,0,9.185505,-2.0359693,-0.6585551,21,3,5
YF,0,9.458444,-2.852392,0.002244564,21,3,4
YF,0,9.693075,2.0006547,-2.9809308,21,3,4
YF,0,9.683498,-0.9322423,-0.46701896,21,3,4
YF,0,11.23973,7.2942348,1.1730092,21,3,4
YF,0,9.810391,-0.7718308,-0.15816694,21,3,4
YF,0,9.417742,-0.9729437,-0.8333318,21,3,4
YF,0,9.676316,5.6733603,-3.706374,21,3,4
YF,0,9.693075,-0.9011177,-0.6561609,21,3,4
YF,0,19.703232,13.856742,-1.6210241,21,3,4
YF,0,9.822362,0.48273093,-1.2930186,21,3,4
