-0.174316,-0.081543,-1.097656,0.137405,-7.847328,7.679389,1443758099.151149,1
-0.175049,-0.083252,-1.090332,-0.091603,1.633588,0.076336,1443758099.181147,1
-0.175537,-0.083984,-1.091553,1.938931,-1.099237,0.549618,1443758099.211335,1
-0.170410,-0.084961,-1.095947,-1.114504,1.129771,-2.809160,1443758099.270719,1
-0.175537,-0.083984,-1.098145,-0.549618,4.702290,0.412214,1443758099.271691,1
-0.175293,-0.082764,-1.095947,-3.679389,9.038168,-1.801527,1443758099.331068,1
-0.173584,-0.083008,-1.096436,-1.725191,-0.610687,-0.320611,1443758099.361143,1
-0.177002,-0.082520,-1.094727,0.137405,-1.541985,-0.854962,1443758099.391138,1
-0.175537,-0.079102,-1.091309,0.167939,-6.335878,-4.381680,1443758099.421313,1
-0.173584,-0.083252,-1.089844,-0.610687,-1.832061,0.992366,1443758099.451585,1
-0.174316,-0.083740,0.432373,-1.725191,-2.274809,2.183206,1443758099.481183,1
-0.173584,-0.084473,-1.102051,0.381679,-4.076336,-6.564886,1443758099.511086,1
-0.173584,-0.089844,-1.110840,5.496183,7.343512,-1.419847,1443758099.541408,1
-0.175049,-0.089844,-1.116699,9.541985,-4.488550,-3.114504,1443758099.571141,1
-0.175049,-0.094238,-1.098389,5.694656,3.053435,1.435115,1443758099.601133,1
-0.161621,-0.100586,0.440186,31.022902,0.519084,-9.862596,1443758099.631174,1
-0.183350,-0.125488,-1.202148,-35.908398,-28.809160,-7.557252,1443758099.661156,1
-0.344971,0.472168,-1.170410,-52.061069,-30.229008,26.534351,1443758099.691133,1
-0.540771,-0.270264,-1.015137,-47.297710,-41.786259,55.312977,1443758099.750565,1
-0.537109,-0.432861,-1.193604,28.259542,28.137405,59.022900,1443758099.751530,1
-0.398438,-0.347900,-0.800537,26.137405,53.312977,74.091606,1443758099.781115,1
-0.680176,-0.242920,-1.100586,26.916031,50.244274,107.435112,1443758099.841154,1
-0.916504,-0.051270,-1.028809,32.748093,18.198473,90.610687,1443758099.871165,1
-1.008301,-0.175781,-1.346436,35.511452,-24.778625,54.213741,1443758099.901586,1
-0.693115,-0.269775,-1.179932,1.877863,-83.770996,46.839695,1443758099.931215,1
-0.305420,-0.333984,-1.047852,32.061069,25.389313,2.916031,1443758099.961146,1
-0.208496,-0.313232,-1.287354,52.931297,-94.305344,33.938931,1443758099.991282,1
-0.347412,-0.232422,-2.254639,139.572525,-100.610687,-0.778626,1443758100.024258,1
-0.165527,0.101807,-1.400391,6.748092,-97.984734,-14.320611,1443758100.052332,1
0.027344,0.423340,-0.674316,46.763359,-81.648857,-24.045801,1443758100.081487,1
0.678223,0.413574,-0.836182,28.396946,-49.603054,-23.877863,1443758100.111170,1
0.925293,0.732422,-0.618408,13.816793,26.305344,-55.786259,1443758100.141194,1
0.200928,-0.549561,-1.597412,39.297710,44.641220,-58.473282,1443758100.171073,1
-0.023438,-0.444580,-0.609619,-55.847328,165.832062,-5.435114,1443758100.201191,1
-0.359619,-0.107910,-0.654297,-67.923668,45.847328,12.656488,1443758100.231219,1
-0.299316,-0.191406,0.395264,-66.778625,68.076332,15.022901,1443758100.261254,1
-0.103027,-0.048828,-1.277100,29.786259,136.625961,-59.847328,1443758100.291164,1
-0.272705,0.488525,-2.100098,-21.236641,17.541985,1.511450,1443758100.321292,1
-0.166748,-0.108154,-1.114258,-20.122137,13.435115,3.587786,1443758100.351143,1
-0.175537,-0.097412,-1.129883,-9.053435,-0.671756,0.503817,1443758100.381256,1
-0.168945,-0.093994,-1.104980,-5.694656,8.152672,-2.381679,1443758100.411148,1
-0.165527,0.494141,-1.099365,-0.549618,-6.183206,-10.564885,1443758100.441224,1
-0.168457,-0.090820,-1.095459,-1.221374,-4.931298,0.977099,1443758100.471217,1
-0.168945,-0.094482,-1.090088,1.083969,1.206107,6.717557,1443758100.502017,1
-0.168213,0.494385,-1.082031,-2.992366,30.839695,0.167939,1443758100.531141,1
-0.165771,-0.090332,-1.109619,-3.648855,7.618320,5.511450,1443758100.561250,1
-0.169434,0.494385,-1.099365,-2.137405,-2.595420,-0.015267,1443758100.591213,1
-0.167480,0.495117,0.433350,-7.068702,-1.984733,31.145039,1443758100.621214,1
-0.165283,-0.088135,-1.095947,-6.625954,-7.053435,-0.030534,1443758100.651345,1
-0.170166,-0.083740,-1.100830,-4.167939,-2.396947,-2.167939,1443758100.681192,1
-0.171631,-0.083252,-1.082275,-2.045802,0.244275,3.221374,1443758100.711227,1
-0.166016,-0.080811,-1.089844,-2.732824,-8.091603,3.251908,1443758100.741205,1
-0.166504,-0.080078,-1.089844,-3.312977,1.312977,3.282443,1443758100.771445,1
-0.172363,-0.073242,-1.099609,-3.419847,-2.015267,5.435114,1443758100.831162,1
-0.174316,-0.077148,-1.105225,0.061069,3.068702,-0.885496,1443758100.861259,1
-0.175049,-0.080078,-1.090088,-1.725191,3.862595,-0.091603,1443758100.891159,1
-0.174805,-0.080811,-1.100342,1.648855,-4.030534,1.923664,1443758100.921245,1
-0.175537,-0.080566,0.433105,-1.480916,31.022902,-0.427481,1443758100.952272,1
-0.184570,-0.082031,-1.096191,0.000000,-1.282443,-3.358779,1443758100.981269,1
-0.181641,-0.083008,-1.094971,-2.488550,5.801527,-1.709924,1443758101.011422,1
-0.172607,-0.084473,-1.083008,-5.435114,0.167939,-4.503817,1443758101.041261,1
-0.166992,-0.117920,-1.024414,-16.641222,18.137405,30.977098,1443758101.071227,1
-1.741699,-1.482910,-0.809814,-122.442749,136.595413,250.129776,1443758101.101679,1
-0.988281,-0.774658,-1.387451,-187.038162,250.129776,140.427475,1443758101.131221,1
-0.487549,-0.401611,-2.822266,-126.396950,250.129776,60.091602,1443758101.190561,1
-1.039062,-1.131104,0.250000,250.129776,112.274811,62.213741,1443758101.191393,1
-0.782715,1.570801,2.373047,212.610687,-93.251907,101.221375,1443758101.221703,1
-1.254150,1.448486,0.103760,108.152672,-73.358780,-24.320610,1443758101.251254,1
0.447266,0.580078,-0.302979,-65.282440,-117.389313,-115.480919,1443758101.281254,1
